provider,model_label,prompt_id,family,start_iteration,end_iteration_with_family,iterations_with_family,additional_iterations_to_repair,unique_exact_signatures,unique_template_signatures,has_exact_recurrence,has_template_recurrence,adjacent_exact_overlap,adjacent_template_overlap,start_end_exact_overlap,start_end_template_overlap,persistence_mode
openai,OpenAI,138,import-explicit-visibility,2,2,1,1,1,1,False,False,False,False,True,True,family_only_churn
openai,OpenAI,139,parsing-error,1,1,1,1,3,3,False,False,False,False,True,True,family_only_churn
openai,OpenAI,139,quantity-operator-expression,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
openai,OpenAI,139,parameter-membership-owning-type,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
openai,OpenAI,139,reference-error,1,1,1,1,4,1,False,False,False,False,True,True,family_only_churn
openai,OpenAI,140,reference-error,1,2,2,2,7,1,True,True,True,True,True,True,same_exact_error_recurs
openai,OpenAI,141,parsing-error,1,2,2,2,10,5,True,True,True,True,True,True,same_exact_error_recurs
openai,OpenAI,141,feature-chaining-feature-not-one,1,2,2,2,1,1,True,True,True,True,True,True,same_exact_error_recurs
openai,OpenAI,143,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
openai,OpenAI,144,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
openai,OpenAI,144,reference-error,1,1,1,1,4,1,False,False,False,False,True,True,family_only_churn
openai,OpenAI,145,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
openai,OpenAI,148,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
openai,OpenAI,151,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
