provider,model,model_label,prompt_id,iteration_index,family,signature_exact,signature_template,message_exact,message_template
mistral_large,mistral-large-latest,Mistral Large,68,1,parameter-membership-owning-type,"parameter-membership-owning-type::A parameter may only be owned by a behavior, step, or constructor expression return parameter","parameter-membership-owning-type::A parameter may only be owned by a behavior, step, or constructor expression return parameter","A parameter may only be owned by a behavior, step, or constructor expression return parameter","A parameter may only be owned by a behavior, step, or constructor expression return parameter"
mistral_large,mistral-large-latest,Mistral Large,68,2,parsing-error,parsing-error::Unexpected '{'.,parsing-error::Unexpected <q>.,Unexpected '{'.,Unexpected <q>.
mistral_large,mistral-large-latest,Mistral Large,68,2,parsing-error,parsing-error::Unexpected '{'.,parsing-error::Unexpected <q>.,Unexpected '{'.,Unexpected <q>.
mistral_large,mistral-large-latest,Mistral Large,68,2,parsing-error,"parsing-error::Unexpected '}', expected one of [""NAME"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""import"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""<"", ""not"", ""@"", ""#"", ""metadata"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""state"", ""exhibit"", ""calc"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""rendering"", ""viewpoint"", ""Dependency"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""Membership"", ""MembershipImport"", ""NamespaceImport"", ""FeatureDirectionKind"", ""OwningMembership"", ""MultiplicityRange"", ""Annotation"", ""OwningMembership"", ""Package"", ""LibraryPackage"", ""OwningMembership"", ""VariantMembership"", ""FeatureMembership"", ""FeatureMembership"", ""ReferenceUsage"", ""ReferenceUsage"", ""AttributeDefinition"", ""AttributeUsage"", ""EnumerationDefinition"", ""EnumerationUsage"", ""OccurrenceDefinition"", ""OccurrenceDefinition"", ""OccurrenceUsage"", ""OccurrenceUsage"", ""OccurrenceUsage"", ""PortionKind"", ""EventOccurrenceUsage"", ""FeatureMembership"", ""SuccessionAsUsage"", ""ItemDefinition"", ""ItemUsage"", ""PartDefinition"", ""PartUsage"", ""PortDefinition"", ""PortUsage"", ""ConnectionDefinition"", ""ConnectionUsage"", ""BindingConnectorAsUsage"", ""SuccessionAsUsage"", ""FlowDefinition"", ""FlowUsage"", ""FlowUsage"", ""SuccessionFlowUsage"", ""InterfaceDefinition"", ""InterfaceUsage"", ""AllocationDefinition"", ""AllocationUsage"", ""ActionDefinition"", ""ActionUsage"", ""PerformActionUsage"", ""StateDefinition"", ""StateUsage"", ""ExhibitStateUsage"", ""CalculationDefinition"", ""CalculationUsage"", ""ConstraintDefinition"", ""ConstraintUsage"", ""AssertConstraintUsage"", ""RequirementDefinition"", ""SubjectMembership"", ""RequirementConstraintMembership"", ""RequirementConstraintKind"", ""FramedConcernMembership"", ""ActorMembership"", ""StakeholderMembership"", ""RequirementUsage"", ""SatisfyRequirementUsage"", ""ConcernDefinition"", ""ConcernUsage"", ""CaseDefinition"", ""CaseUsage"", ""AnalysisCaseDefinition"", ""AnalysisCaseUsage"", ""VerificationCaseDefinition"", ""VerificationCaseUsage"", ""RequirementVerificationMembership"", ""UseCaseDefinition"", ""UseCaseUsage"", ""IncludeUseCaseUsage"", ""ViewDefinition"", ""ViewUsage"", ""ViewpointDefinition"", ""ViewpointUsage"", ""RenderingDefinition"", ""RenderingUsage"", ""MetadataDefinition"", ""MetadataUsage"", ""MetadataUsage"", ""Definition"", ""Usage"", ""Dependency_repeat1""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '}', expected one of [""NAME"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""import"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""<"", ""not"", ""@"", ""#"", ""metadata"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""state"", ""exhibit"", ""calc"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""rendering"", ""viewpoint"", ""Dependency"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""Membership"", ""MembershipImport"", ""NamespaceImport"", ""FeatureDirectionKind"", ""OwningMembership"", ""MultiplicityRange"", ""Annotation"", ""OwningMembership"", ""Package"", ""LibraryPackage"", ""OwningMembership"", ""VariantMembership"", ""FeatureMembership"", ""FeatureMembership"", ""ReferenceUsage"", ""ReferenceUsage"", ""AttributeDefinition"", ""AttributeUsage"", ""EnumerationDefinition"", ""EnumerationUsage"", ""OccurrenceDefinition"", ""OccurrenceDefinition"", ""OccurrenceUsage"", ""OccurrenceUsage"", ""OccurrenceUsage"", ""PortionKind"", ""EventOccurrenceUsage"", ""FeatureMembership"", ""SuccessionAsUsage"", ""ItemDefinition"", ""ItemUsage"", ""PartDefinition"", ""PartUsage"", ""PortDefinition"", ""PortUsage"", ""ConnectionDefinition"", ""ConnectionUsage"", ""BindingConnectorAsUsage"", ""SuccessionAsUsage"", ""FlowDefinition"", ""FlowUsage"", ""FlowUsage"", ""SuccessionFlowUsage"", ""InterfaceDefinition"", ""InterfaceUsage"", ""AllocationDefinition"", ""AllocationUsage"", ""ActionDefinition"", ""ActionUsage"", ""PerformActionUsage"", ""StateDefinition"", ""StateUsage"", ""ExhibitStateUsage"", ""CalculationDefinition"", ""CalculationUsage"", ""ConstraintDefinition"", ""ConstraintUsage"", ""AssertConstraintUsage"", ""RequirementDefinition"", ""SubjectMembership"", ""RequirementConstraintMembership"", ""RequirementConstraintKind"", ""FramedConcernMembership"", ""ActorMembership"", ""StakeholderMembership"", ""RequirementUsage"", ""SatisfyRequirementUsage"", ""ConcernDefinition"", ""ConcernUsage"", ""CaseDefinition"", ""CaseUsage"", ""AnalysisCaseDefinition"", ""AnalysisCaseUsage"", ""VerificationCaseDefinition"", ""VerificationCaseUsage"", ""RequirementVerificationMembership"", ""UseCaseDefinition"", ""UseCaseUsage"", ""IncludeUseCaseUsage"", ""ViewDefinition"", ""ViewUsage"", ""ViewpointDefinition"", ""ViewpointUsage"", ""RenderingDefinition"", ""RenderingUsage"", ""MetadataDefinition"", ""MetadataUsage"", ""MetadataUsage"", ""Definition"", ""Usage"", ""Dependency_repeat1""].","Unexpected <q>, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,68,2,parsing-error,parsing-error::Expected a token. Did you forget '}'? (no source underlining available since segment is out of bounds),parsing-error::Expected a token. Did you forget <q>? (no source underlining available since segment is out of bounds),Expected a token. Did you forget '}'? (no source underlining available since segment is out of bounds),Expected a token. Did you forget <q>? (no source underlining available since segment is out of bounds)
mistral_large,mistral-large-latest,Mistral Large,68,2,parameter-membership-owning-type,"parameter-membership-owning-type::A parameter may only be owned by a behavior, step, or constructor expression return parameter","parameter-membership-owning-type::A parameter may only be owned by a behavior, step, or constructor expression return parameter","A parameter may only be owned by a behavior, step, or constructor expression return parameter","A parameter may only be owned by a behavior, step, or constructor expression return parameter"
mistral_large,mistral-large-latest,Mistral Large,68,2,parameter-membership-owning-type,"parameter-membership-owning-type::A parameter may only be owned by a behavior, step, or constructor expression return parameter","parameter-membership-owning-type::A parameter may only be owned by a behavior, step, or constructor expression return parameter","A parameter may only be owned by a behavior, step, or constructor expression return parameter","A parameter may only be owned by a behavior, step, or constructor expression return parameter"
mistral_large,mistral-large-latest,Mistral Large,68,2,parameter-membership-owning-type,"parameter-membership-owning-type::A parameter may only be owned by a behavior, step, or constructor expression return parameter","parameter-membership-owning-type::A parameter may only be owned by a behavior, step, or constructor expression return parameter","A parameter may only be owned by a behavior, step, or constructor expression return parameter","A parameter may only be owned by a behavior, step, or constructor expression return parameter"
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,"parsing-error::Unexpected identifier, expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected identifier, expected one of [...].","Unexpected identifier, expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected identifier, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,"parsing-error::Unexpected '=', expected one of [""SINGLE_LINE_NOTE"", ""::"", ""ElementReference_repeat1"", ""MULTILINE_NOTE"", ""*"", ""."", ""?"", ""-"", ""=="", ""!="", ""<"", "">"", ""/"", ""@"", ""="", "";"", ""{"", ""}"", ""from"", "","", ""to"", ""**"", ""["", ""]"", ""if"", ""else"", ""??"", ""implies"", ""or"", ""and"", ""+"", ""|"", ""&"", ""xor"", ""==="", ""!=="", ""<="", "">="", "".."", ""%"", ""^"", ""hastype"", ""istype"", ""as"", ""@@"", ""meta"", ""#"", ""("", "")"", "".?"", ""->"", ""by"", ""then"", ""connect"", ""of"", ""action"", ""via"", ""parallel"", ""do""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '=', expected one of [""SINGLE_LINE_NOTE"", ""::"", ""ElementReference_repeat1"", ""MULTILINE_NOTE"", ""*"", ""."", ""?"", ""-"", ""=="", ""!="", ""<"", "">"", ""/"", ""@"", ""="", "";"", ""{"", ""}"", ""from"", "","", ""to"", ""**"", ""["", ""]"", ""if"", ""else"", ""??"", ""implies"", ""or"", ""and"", ""+"", ""|"", ""&"", ""xor"", ""==="", ""!=="", ""<="", "">="", "".."", ""%"", ""^"", ""hastype"", ""istype"", ""as"", ""@@"", ""meta"", ""#"", ""("", "")"", "".?"", ""->"", ""by"", ""then"", ""connect"", ""of"", ""action"", ""via"", ""parallel"", ""do""].","Unexpected <q>, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,"parsing-error::Unexpected '=', expected one of [""SINGLE_LINE_NOTE"", ""::"", ""ElementReference_repeat1"", ""MULTILINE_NOTE"", ""*"", ""."", ""?"", ""-"", ""=="", ""!="", ""<"", "">"", ""/"", ""@"", ""="", "";"", ""{"", ""}"", ""from"", "","", ""to"", ""**"", ""["", ""]"", ""if"", ""else"", ""??"", ""implies"", ""or"", ""and"", ""+"", ""|"", ""&"", ""xor"", ""==="", ""!=="", ""<="", "">="", "".."", ""%"", ""^"", ""hastype"", ""istype"", ""as"", ""@@"", ""meta"", ""#"", ""("", "")"", "".?"", ""->"", ""by"", ""then"", ""connect"", ""of"", ""action"", ""via"", ""parallel"", ""do""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '=', expected one of [""SINGLE_LINE_NOTE"", ""::"", ""ElementReference_repeat1"", ""MULTILINE_NOTE"", ""*"", ""."", ""?"", ""-"", ""=="", ""!="", ""<"", "">"", ""/"", ""@"", ""="", "";"", ""{"", ""}"", ""from"", "","", ""to"", ""**"", ""["", ""]"", ""if"", ""else"", ""??"", ""implies"", ""or"", ""and"", ""+"", ""|"", ""&"", ""xor"", ""==="", ""!=="", ""<="", "">="", "".."", ""%"", ""^"", ""hastype"", ""istype"", ""as"", ""@@"", ""meta"", ""#"", ""("", "")"", "".?"", ""->"", ""by"", ""then"", ""connect"", ""of"", ""action"", ""via"", ""parallel"", ""do""].","Unexpected <q>, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,"parsing-error::Unexpected '=', expected one of [""SINGLE_LINE_NOTE"", ""::"", ""ElementReference_repeat1"", ""MULTILINE_NOTE"", ""*"", ""."", ""?"", ""-"", ""=="", ""!="", ""<"", "">"", ""/"", ""@"", ""="", "";"", ""{"", ""}"", ""from"", "","", ""to"", ""**"", ""["", ""]"", ""if"", ""else"", ""??"", ""implies"", ""or"", ""and"", ""+"", ""|"", ""&"", ""xor"", ""==="", ""!=="", ""<="", "">="", "".."", ""%"", ""^"", ""hastype"", ""istype"", ""as"", ""@@"", ""meta"", ""#"", ""("", "")"", "".?"", ""->"", ""by"", ""then"", ""connect"", ""of"", ""action"", ""via"", ""parallel"", ""do""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '=', expected one of [""SINGLE_LINE_NOTE"", ""::"", ""ElementReference_repeat1"", ""MULTILINE_NOTE"", ""*"", ""."", ""?"", ""-"", ""=="", ""!="", ""<"", "">"", ""/"", ""@"", ""="", "";"", ""{"", ""}"", ""from"", "","", ""to"", ""**"", ""["", ""]"", ""if"", ""else"", ""??"", ""implies"", ""or"", ""and"", ""+"", ""|"", ""&"", ""xor"", ""==="", ""!=="", ""<="", "">="", "".."", ""%"", ""^"", ""hastype"", ""istype"", ""as"", ""@@"", ""meta"", ""#"", ""("", "")"", "".?"", ""->"", ""by"", ""then"", ""connect"", ""of"", ""action"", ""via"", ""parallel"", ""do""].","Unexpected <q>, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,"parsing-error::Unexpected '=', expected one of [""SINGLE_LINE_NOTE"", ""::"", ""ElementReference_repeat1"", ""MULTILINE_NOTE"", ""*"", ""."", ""?"", ""-"", ""=="", ""!="", ""<"", "">"", ""/"", ""@"", ""="", "";"", ""{"", ""}"", ""from"", "","", ""to"", ""**"", ""["", ""]"", ""if"", ""else"", ""??"", ""implies"", ""or"", ""and"", ""+"", ""|"", ""&"", ""xor"", ""==="", ""!=="", ""<="", "">="", "".."", ""%"", ""^"", ""hastype"", ""istype"", ""as"", ""@@"", ""meta"", ""#"", ""("", "")"", "".?"", ""->"", ""by"", ""then"", ""connect"", ""of"", ""action"", ""via"", ""parallel"", ""do""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '=', expected one of [""SINGLE_LINE_NOTE"", ""::"", ""ElementReference_repeat1"", ""MULTILINE_NOTE"", ""*"", ""."", ""?"", ""-"", ""=="", ""!="", ""<"", "">"", ""/"", ""@"", ""="", "";"", ""{"", ""}"", ""from"", "","", ""to"", ""**"", ""["", ""]"", ""if"", ""else"", ""??"", ""implies"", ""or"", ""and"", ""+"", ""|"", ""&"", ""xor"", ""==="", ""!=="", ""<="", "">="", "".."", ""%"", ""^"", ""hastype"", ""istype"", ""as"", ""@@"", ""meta"", ""#"", ""("", "")"", "".?"", ""->"", ""by"", ""then"", ""connect"", ""of"", ""action"", ""via"", ""parallel"", ""do""].","Unexpected <q>, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,"parsing-error::Unexpected '(', expected one of [""NAME"", "";"", ""{"", ""from"", ""for"", ""["", ""ordered"", ""nonunique"", ""if"", ""not"", ""#"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""by"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""of"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""accept"", ""via"", ""at"", ""after"", ""when"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""parallel"", ""do"", ""exhibit"", ""calc"", ""constraint"", ""assert"", ""requirement"", ""concern"", ""satisfy"", ""case"", ""analysis"", ""verification"", ""use"", ""include"", ""view"", ""rendering"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '(', expected one of [""NAME"", "";"", ""{"", ""from"", ""for"", ""["", ""ordered"", ""nonunique"", ""if"", ""not"", ""#"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""by"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""of"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""accept"", ""via"", ""at"", ""after"", ""when"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""parallel"", ""do"", ""exhibit"", ""calc"", ""constraint"", ""assert"", ""requirement"", ""concern"", ""satisfy"", ""case"", ""analysis"", ""verification"", ""use"", ""include"", ""view"", ""rendering"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,parsing-error::Unexpected 'DECIMAL_VALUE'.,parsing-error::Unexpected <q>.,Unexpected 'DECIMAL_VALUE'.,Unexpected <q>.
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,"parsing-error::Unexpected ')', expected one of [""NAME"", "";"", ""{"", ""dependency"", ""from"", "","", ""for"", ""::"", ""["", ""ordered"", ""nonunique"", ""."", ""if"", ""<"", ""not"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""by"", ""package"", ""def"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""of"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""parallel"", ""exhibit"", ""calc"", ""constraint"", ""assert"", ""requirement"", ""concern"", ""satisfy"", ""case"", ""analysis"", ""verification"", ""use"", ""include"", ""view"", ""rendering"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected ')', expected one of [""NAME"", "";"", ""{"", ""dependency"", ""from"", "","", ""for"", ""::"", ""["", ""ordered"", ""nonunique"", ""."", ""if"", ""<"", ""not"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""by"", ""package"", ""def"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""of"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""parallel"", ""exhibit"", ""calc"", ""constraint"", ""assert"", ""requirement"", ""concern"", ""satisfy"", ""case"", ""analysis"", ""verification"", ""use"", ""include"", ""view"", ""rendering"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,"parsing-error::Unexpected '(', expected one of [""NAME"", "";"", ""{"", ""from"", ""for"", ""["", ""ordered"", ""nonunique"", ""if"", ""not"", ""#"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""by"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""of"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""accept"", ""via"", ""at"", ""after"", ""when"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""parallel"", ""do"", ""exhibit"", ""calc"", ""constraint"", ""assert"", ""requirement"", ""concern"", ""satisfy"", ""case"", ""analysis"", ""verification"", ""use"", ""include"", ""view"", ""rendering"", ""viewpoint""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '(', expected one of [""NAME"", "";"", ""{"", ""from"", ""for"", ""["", ""ordered"", ""nonunique"", ""if"", ""not"", ""#"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""by"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""of"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""accept"", ""via"", ""at"", ""after"", ""when"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""parallel"", ""do"", ""exhibit"", ""calc"", ""constraint"", ""assert"", ""requirement"", ""concern"", ""satisfy"", ""case"", ""analysis"", ""verification"", ""use"", ""include"", ""view"", ""rendering"", ""viewpoint""].","Unexpected <q>, expected one of [...]."
mistral_large,mistral-large-latest,Mistral Large,70,1,parsing-error,parsing-error::Unexpected 'DECIMAL_VALUE'.,parsing-error::Unexpected <q>.,Unexpected 'DECIMAL_VALUE'.,Unexpected <q>.
